MasterID,UniqueID,Long,Lat,Sensor,Image,Global_AEZ,Country,StudyArea,Year,Month,JulianDay,Crop,PlotID,Wavelength,Reflectance
3000102,ALSHB0105.1.2011,-119.2967305,35.52717377,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0105,428,10.31797531
3000103,ALSHB0106.1.2011,-119.2967275,35.52745574,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0106,428,7.216134561
3000104,ALSHB0107.1.2011,-119.2970525,35.52745407,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0107,428,7.829375566
3000105,ALSHB0108.1.2011,-119.2970715,35.52716707,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0108,428,8.93443505
3000106,ALSHB0109.1.2011,-119.2970793,35.52690413,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0109,428,11.2815001
3000107,ALSHB0110.1.2011,-119.2967748,35.52716087,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0110,428,10.6464056
3000108,ALSHB0201.1.2011,-119.2974667,35.52834858,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0201,428,6.107711995
3000109,ALSHB0202.1.2011,-119.2975011,35.528062,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0202,428,6.104000545
3000110,ALSHB0203.1.2011,-119.2975013,35.52779127,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0203,428,7.986766435
3000111,ALSHB0204.1.2011,-119.2978099,35.52778834,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0204,428,10.80807147
3000112,ALSHB0205.1.2011,-119.2978034,35.52806653,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0205,428,6.106721583
3000113,ALSHB0206.1.2011,-119.2978074,35.52835084,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0206,428,6.903189844
3000114,ALSHB0207.1.2011,-119.29815,35.52833534,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0207,428,5.704109549
3000115,ALSHB0208.1.2011,-119.2981518,35.52806293,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0208,428,5.044592383
3000116,ALSHB0209.1.2011,-119.2981497,35.52777518,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0209,428,7.62285921
3000117,ALSHB0210.1.2011,-119.2978318,35.52806293,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0210,428,5.048863429
3000118,ALSHB0301.1.2011,-119.2988979,35.52821497,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0301,428,6.552730089
3000119,ALSHB0302.1.2011,-119.2989156,35.52792136,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0302,428,7.24396086
3000120,ALSHB0303.1.2011,-119.2989145,35.52763998,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0303,428,6.077317489
3000121,ALSHB0304.1.2011,-119.2993072,35.52765615,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0304,428,5.99161247
3000122,ALSHB0305.1.2011,-119.2992931,35.52793435,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0305,428,9.784777274
3000123,ALSHB0306.1.2011,-119.2992872,35.52822646,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0306,428,6.298575519
3000124,ALSHB0307.1.2011,-119.2996002,35.5282195,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0307,428,6.070938891
3000125,ALSHB0308.1.2011,-119.299633,35.5279253,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0308,428,10.00259768
3000126,ALSHB0309.1.2011,-119.2996299,35.52764802,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0309,428,6.598552711
3000127,ALSHB0310.1.2011,-119.2993206,35.52792915,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0310,428,8.34755178
3000128,ALSHB0401.1.2011,-119.3027662,35.52789713,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0401,428,7.573130777
3000129,ALSHB0402.1.2011,-119.3024433,35.52787031,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0402,428,6.396011874
3000130,ALSHB0403.1.2011,-119.3021223,35.5278937,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0403,428,6.1797617
3000131,ALSHB0404.1.2011,-119.3021241,35.5276046,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0404,428,9.317085111
3000132,ALSHB0405.1.2011,-119.3024581,35.52759631,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0405,428,10.27404147
3000133,ALSHB0406.1.2011,-119.3027701,35.52760008,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0406,428,7.629382811
3000134,ALSHB0407.1.2011,-119.3027479,35.52733446,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0407,428,12.33344763
3000135,ALSHB0408.1.2011,-119.3024411,35.52732138,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0408,428,9.344464351
3000136,ALSHB0409.1.2011,-119.302098,35.52733948,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0409,428,8.376602084
3000137,ALSHB0410.1.2011,-119.302436,35.52757979,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0410,428,12.11954719
3000138,ALSHB0501.1.2011,-119.3038727,35.52872309,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0501,428,6.133219134
3000139,ALSHB0502.1.2011,-119.3034842,35.52871336,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0502,428,6.455621713
3000140,ALSHB0503.1.2011,-119.3031473,35.52871563,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0503,428,6.345933206
3000141,ALSHB0504.1.2011,-119.3031528,35.52841354,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0504,428,6.956360456
3000142,ALSHB0505.1.2011,-119.3035094,35.52841438,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0505,428,6.804650639
3000143,ALSHB0506.1.2011,-119.3038878,35.52842226,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0506,428,5.071799376
3000144,ALSHB0507.1.2011,-119.3039038,35.52813593,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0507,428,5.956772517
3000145,ALSHB0508.1.2011,-119.303562,35.52812319,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0508,428,6.390436006
3000146,ALSHB0509.1.2011,-119.3031614,35.52812763,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0509,428,6.033089539
3000147,ALSHB0510.1.2011,-119.3035104,35.52840851,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0510,428,4.97949734
3000148,ALSHB0601.1.2011,-119.300267,35.5265194,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0601,428,12.70804216
3000149,ALSHB0602.1.2011,-119.300262,35.52622838,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0602,428,12.83748348
3000150,ALSHB0603.1.2011,-119.3002707,35.52597801,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0603,428,9.556504374
3000151,ALSHB0604.1.2011,-119.3006326,35.52598757,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0604,428,10.66507955
3000152,ALSHB0605.1.2011,-119.3006258,35.52626099,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0605,428,9.075567755
3000153,ALSHB0606.1.2011,-119.3005913,35.52651412,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0606,428,10.14009
3000154,ALSHB0607.1.2011,-119.3009477,35.52653625,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0607,428,12.78340407
3000155,ALSHB0608.1.2011,-119.3009414,35.52625554,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0608,428,14.06595441
3000156,ALSHB0609.1.2011,-119.3009399,35.52596519,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0609,428,9.152098572
3000157,ALSHB0610.1.2011,-119.3006558,35.52623173,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0610,428,11.80751138
3000158,ALSHB0701.1.2011,-119.2989245,35.52595303,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0701,428,8.622688898
3000159,ALSHB0702.1.2011,-119.2989223,35.52573452,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0702,428,7.408117722
3000160,ALSHB0703.1.2011,-119.2989272,35.52546672,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0703,428,6.778881212
3000161,ALSHB0704.1.2011,-119.2992408,35.52546873,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0704,428,7.762287963
3000162,ALSHB0705.1.2011,-119.2992338,35.52574399,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0705,428,9.907544676
3000163,ALSHB0706.1.2011,-119.2992318,35.52604289,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0706,428,8.533399664
3000164,ALSHB0707.1.2011,-119.2995552,35.52613794,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0707,428,9.235733166
3000165,ALSHB0708.1.2011,-119.2995614,35.52580887,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0708,428,9.679976764
3000166,ALSHB0709.1.2011,-119.2995793,35.52552036,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0709,428,11.06498942
3000167,ALSHB0710.1.2011,-119.2992532,35.5257569,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0710,428,11.15721162
3000168,ALSHB0801.1.2011,-119.2972704,35.52536957,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0801,428,14.13974747
3000169,ALSHB0802.1.2011,-119.2972776,35.52508894,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0802,428,8.912579215
3000170,ALSHB0803.1.2011,-119.2972889,35.52481318,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0803,428,11.73550333
3000171,ALSHB0804.1.2011,-119.2976429,35.52483229,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0804,428,8.732644397
3000172,ALSHB0805.1.2011,-119.297646,35.52508341,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0805,428,10.25607804
3000173,ALSHB0806.1.2011,-119.2976091,35.52538801,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0806,428,10.10378035
3000174,ALSHB0807.1.2011,-119.2979193,35.52540444,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0807,428,13.31992934
3000175,ALSHB0808.1.2011,-119.2979519,35.52513169,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0808,428,10.61858842
3000176,ALSHB0809.1.2011,-119.2979649,35.52486146,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0809,428,16.95533695
3000177,ALSHB0810.1.2011,-119.2976547,35.52510344,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0810,428,8.153990515
3000178,ALSHB0901.1.2011,-119.2959425,35.52630499,ASD,NA,5,USA,California,2011,NA,NA,Alfalfa,ALSHB0901,428,12.18860776
