MasterID,UniqueID,Long,Lat,Sensor,Image,Global_AEZ,Country,StudyArea,Year,Month,JulianDay,Crop,PlotID,Wavelength,Reflectance
3005667,RITWI01.1.2012,NA,NA,Hyperion,NA,5,USA,California,2012,7,188,Rice,RITWI01,427,NA
3005668,RITWI01.2.2012,NA,NA,Hyperion,NA,5,USA,California,2012,8,237,Rice,RITWI01,427,-1.97
3005669,RITWI02.1.2012,NA,NA,Hyperion,NA,5,USA,California,2012,7,188,Rice,RITWI02,427,NA
3005670,RITWI02.2.2012,NA,NA,Hyperion,NA,5,USA,California,2012,8,236,Rice,RITWI02,427,-3.155
3005671,RITWI03.1.2012,NA,NA,Hyperion,NA,5,USA,California,2012,7,188,Rice,RITWI03,427,NA
3005672,RITWI03.2.2012,NA,NA,Hyperion,NA,5,USA,California,2012,8,237,Rice,RITWI03,427,-4.245
3005673,RITWI04.1.2012,NA,NA,Hyperion,NA,5,USA,California,2012,7,188,Rice,RITWI04,427,NA
3005674,RITWI04.2.2012,NA,NA,Hyperion,NA,5,USA,California,2012,8,237,Rice,RITWI04,427,-2.996
3005675,RITWI05.1.2012,NA,NA,Hyperion,NA,5,USA,California,2012,7,188,Rice,RITWI05,427,NA
3005676,RITWI05.2.2012,NA,NA,Hyperion,NA,5,USA,California,2012,8,236,Rice,RITWI05,427,-3.0225
3005677,RITWI06.1.2012,NA,NA,Hyperion,NA,5,USA,California,2012,7,187,Rice,RITWI06,427,NA
3005678,RITWI06.2.2012,NA,NA,Hyperion,NA,5,USA,California,2012,8,236,Rice,RITWI06,427,-2.67
3005679,RITWI07.1.2012,NA,NA,Hyperion,NA,5,USA,California,2012,7,187,Rice,RITWI07,427,NA
3005680,RITWI07.2.2012,NA,NA,Hyperion,NA,5,USA,California,2012,8,236,Rice,RITWI07,427,-3.26666667
3005681,RITWI08.1.2012,NA,NA,Hyperion,NA,5,USA,California,2012,7,187,Rice,RITWI08,427,NA
3005682,RITWI08.2.2012,NA,NA,Hyperion,NA,5,USA,California,2012,8,236,Rice,RITWI08,427,-2.9575
3005683,RITWI09.1.2012,NA,NA,Hyperion,NA,5,USA,California,2012,7,187,Rice,RITWI09,427,NA
3005684,RITWI09.2.2012,NA,NA,Hyperion,NA,5,USA,California,2012,8,236,Rice,RITWI09,427,-3.2225
3005685,RITWI09.3.2012,NA,NA,Hyperion,NA,5,USA,California,2012,9,259,Rice,RITWI09,427,NA
