Study Area,Crop,Plot ID,427,437,447,457,468,478,488,498,508,518,529,539,549,559,569,579,590,600,610,620,630,641,651,661,671,681,691,702,712,722,732,742,752,763,773,783,793,803,813,824,834,844,854,864,875,885,895,905,915,923,933,943,953,963,973,983,993,1003,1013,1023,1033,1044,1054,1064,1074,1084,1094,1104,1114,1124,1134,1144,1155,1165,1175,1185,1195,1205,1215,1225,1235,1245,1255,1266,1276,1286,1296,1306,1316,1326,1336,1477,1488,1498,1508,1518,1528,1538,1548,1558,1568,1578,1588,1599,1609,1619,1629,1639,1649,1659,1669,1679,1689,1699,1710,1720,1730,1740,1750,1760,1770,1780,1790,1982,1992,2032,2042,2052,2063,2073,2083,2093,2103,2113,2123,2133,2143,2153,2163,2174,2184,2194,2204,2214,2224,2234,2244,2254,2264,2274,2285,2295,2305,2315,2325,2335,2345,2355
Galaba,Cotton,647,19.10307055,18.14099948,15.46738062,15.26499961,16.09039043,16.27034407,16.42261214,15.5634852,15.67914822,16.50263776,16.65171004,16.83089214,17.0426491,17.64554141,16.81397672,16.25430985,16.58998084,16.68511737,16.85431985,16.68929357,16.29098912,16.77455706,17.20563847,17.01911842,16.43492569,17.57391582,17.40935072,16.59512769,18.22618831,22.66050517,21.14316855,25.5742678,29.86041953,29.53770935,21.27606484,31.3881817,33.07100385,31.63558361,31.3943418,27.44969584,26.96931807,29.30145335,35.35826872,34.75899239,34.4620633,34.24274372,33.64147735,28.62135792,23.83801092,23.34052241,47.08035269,20.5257961,18.76043978,20.56243945,33.37131905,47.38992882,56.2859601,63.89935713,64.23431244,67.49774578,69.02009056,67.57664909,68.79883258,71.15994281,70.03354035,68.34026064,67.29828536,58.83570862,46.88702343,23.54614974,10.08342401,12.69148228,13.70350263,21.45303421,35.59623697,42.31016731,43.44385374,46.32777789,45.93794311,50.19082749,54.2677643,57.7827051,58.05521776,54.15278576,47.4737357,53.71791479,55.32007654,51.33201776,44.33919484,35.59218248,25.80211484,3.627046453,6.945632463,12.58183306,21.12426455,26.33053221,32.16718377,35.5964766,38.20274295,39.77721748,41.35280553,40.49757571,39.03977715,40.673042,40.68354952,40.60466093,42.7932634,46.61799631,43.14261767,42.44278872,44.30929626,45.10451045,45.15240718,43.91728669,42.61124064,40.78954011,39.73509934,37.00684708,35.36855768,34.47332421,31.04003554,25.51661149,17.28323699,9.498991258,15.45253863,14.28440619,25.07196583,24.30980873,16.20057859,17.7699668,22.00756821,27.98412537,30.09140392,31.85247276,31.42704436,30.64428803,32.99241175,35.69430458,34.61720227,31.47303147,31.24630134,32.72204243,31.24234256,29.62687492,31.64397378,33.54244015,33.12035467,30.78964831,28.7255563,27.71331058,28.46379238,26.37958078,24.02186421,28.11950791,26.51001657,26.15571776,24.98850222,17.91092091
Galaba,Cotton,648,18.15791387,16.54906992,13.95824559,14.24274593,14.30877307,14.67916041,14.46049972,13.65388652,13.73397149,14.31373853,14.337369,14.64181092,14.5101433,14.75858814,13.92568624,13.19613967,13.33153557,13.3923756,13.29848346,12.87978091,12.56511312,12.78761414,13.116237,12.94891055,12.41633397,12.99857913,12.64504919,12.36738971,13.88453834,19.11575472,19.05017652,24.43276884,29.14117703,28.82537216,21.10139817,31.16206619,32.78244141,31.40511984,31.40336316,27.61815629,26.52688275,29.49679637,35.45411945,35.0011053,34.54629688,34.52245197,33.44525356,28.2964971,23.9405645,22.94512341,44.2997362,21.47617872,19.18426367,21.84998215,33.56556422,44.45030319,55.21051783,64.77222345,64.41631899,66.72487083,67.68658138,67.62145129,67.1723467,69.31062348,68.87808323,68.38993856,67.7102106,57.76596846,44.71843302,22.67472879,9.57562568,12.58047806,13.06700114,18.93254319,33.1318821,39.19321107,39.3652855,43.1363551,42.47643673,45.92652609,50.41161179,54.21286031,53.23604918,50.84434233,45.23748515,49.94106185,51.2509991,46.89195856,39.77931173,32.3774047,23.39770935,2.429122854,3.421493824,6.88761593,15.34699086,19.29271709,22.89504654,25.77300903,28.0913336,29.76705679,30.89930822,30.76067085,30.02744664,31.27143607,32.28330245,33.29834138,34.10088178,36.50277069,35.2904848,36.23381231,35.75837944,36.82976993,36.70116798,36.28369891,35.26960663,34.83265182,33.00829118,32.33344202,27.63506571,26.374829,23.82142262,20.15070213,14.45086705,4.707464694,12.31108847,11.07957147,18.47896741,15.35852257,11.47540984,11.61882445,15.8334993,17.60455887,18.79428982,21.89857502,22.87546766,22.73957769,24.19443528,27.52601544,27.76465028,22.6980227,21.65936797,22.89344361,23.64616516,22.93293666,24.45789208,23.17244911,23.99269787,18.31453218,17.26230614,21.02389078,21.48737268,19.82033367,16.9735328,18.01405975,15.81563488,19.16058394,18.24313966,11.57077191
Galaba,Cotton,649,16.61900492,15.88430812,13.86298458,13.96752379,14.53718555,14.56129495,14.18634155,13.61804955,13.72373372,14.68502017,14.55253449,14.99334221,15.29060106,15.69712238,14.83777797,13.99180519,14.01693268,13.73300406,13.91888787,13.46495951,13.26483622,13.3877991,13.73184582,13.23780543,12.69166978,13.29770961,13.01736798,12.8554817,15.14478237,21.90785267,21.9645692,27.37251959,32.24735619,31.85280523,22.86469986,34.00107195,35.86044071,34.42774075,34.22704965,30.00467946,29.56622103,32.38787311,38.51069268,38.15909976,37.59976415,37.62075865,36.68294597,30.91778781,25.99163619,25.40138989,44.44233192,22.99432239,21.82693027,23.67293866,36.42744296,49.89454258,60.66838737,70.48049213,70.98255537,73.02237044,75.84882988,74.07296785,74.95515763,75.60452539,75.66639385,75.65947441,73.88908913,63.89109355,50.5421476,24.80882091,10.06528836,13.13549915,14.37744538,23.78112133,40.13377926,47.39784427,48.35436874,51.45908513,51.13020269,56.24613548,61.37348354,65.03325942,65.6442823,61.87248708,54.01942743,59.2027713,62.61050694,57.40009867,49.42812516,40.97565954,29.86116497,3.926527353,5.508605057,10.57010366,21.40781172,25.49019608,29.67083913,34.69025266,38.12920543,40.56749332,40.43043812,40.45783324,41.2109295,43.13440665,42.49536751,43.04010078,46.76334155,50.04837717,46.3187613,44.66028029,46.41273035,48.6918257,47.76374513,47.20262827,46.13324074,44.12135898,42.34238932,40.26736224,36.0716024,35.02051984,32.31717475,26.60121018,18.32369942,6.304640215,12.05637629,12.54463877,21.72903705,18.56214077,13.69334619,14.74321422,18.32304322,23.91370713,25.98336243,26.50880134,26.40299305,28.04547916,30.46299351,29.20443102,29.65500945,27.61202761,28.52408569,29.7255184,29.64959569,27.02367671,28.74432678,29.82972731,29.86047725,26.27737226,24.40997977,24.16382253,24.69652574,23.95551119,20.42577675,21.08963093,21.08751318,21.13746959,22.22903572,14.10683151
Galaba,Cotton,650,17.53386811,16.86395708,14.48970178,14.63100574,15.1767405,15.54841815,15.51950286,14.87234358,14.80893758,15.33891918,15.30823769,15.30758988,15.50827975,15.90019704,15.32639854,14.81453416,15.32031079,15.10687218,15.74563419,15.58915781,15.22645312,15.69054954,16.09377356,16.10107469,15.72036371,16.7852991,16.77502982,16.29365911,17.53414679,20.58868755,18.41043179,21.36792232,24.24084349,23.37761157,17.02584235,25.20769128,26.66142008,25.51056588,25.26883661,22.68600842,21.8139848,24.32020628,29.4474738,28.72722296,28.78682587,28.96056114,27.60214538,23.74844571,19.8840005,19.8418404,33.10597238,20.41471242,19.30891775,21.19983683,31.26052161,41.84023201,49.9542937,59.16093992,57.55607202,60.22699624,61.26815258,61.57315452,60.1495759,61.60253621,60.40473096,61.58406332,60.48435542,51.64084337,40.62609304,20.61177307,9.26731955,12.59897876,13.72222326,21.72239966,37.29781533,42.79279279,42.81482083,47.14127782,47.39761448,52.08844161,56.19584055,58.04878049,57.40215286,55.66915566,49.22080645,54.70422671,58.17811902,53.60138135,46.20345644,39.29172833,28.49091238,4.658591774,8.040510487,15.44599018,28.24838733,34.62885154,42.33087265,46.50741291,49.74813399,51.10450457,53.34358186,51.70495191,50.38712056,51.32550539,51.38974676,51.90006299,55.03782022,58.36045387,55.58251356,55.61468866,55.10082766,56.96656622,55.9301111,54.9811576,53.72290292,51.69367459,51.57219586,48.63601782,45.48158564,43.50205198,39.81342662,33.05171823,22.77456647,13.7861466,20.80149431,17.48924091,31.85068251,29.49213229,18.41851495,22.94473736,29.07787293,34.08975272,35.63725994,39.81559095,40.83377873,39.74011911,41.79038821,44.64585431,45.48676749,39.8970399,39.41294828,40.8725878,41.28889978,36.69269865,40.59505799,42.88823454,43.03038206,39.8142004,36.81726231,33.58361775,34.04492814,34.22215885,30.20713464,35.5887522,32.98689562,31.47810219,30.04752415,26.1531146
Galaba,Cotton,651,17.64898335,17.2663129,14.69025129,14.74404341,15.52189714,15.96094725,15.94417925,15.22047417,15.30546953,15.85428027,16.06918883,16.45805593,16.42677767,16.97045538,16.07561675,15.58854891,16.01694392,15.7881291,16.16498162,15.7588596,15.59724656,15.71504688,16.11890045,16.22947241,15.50402843,16.49976545,16.3406579,16.07832441,17.87652522,22.86283111,21.49858229,26.0199215,30.40577923,29.93435165,21.52558867,31.91578454,33.53445261,32.24719898,31.94464492,28.12353767,27.4790805,30.14142835,36.41262674,35.98008358,35.46233706,35.49067281,34.03392491,29.39430261,24.72680865,23.47232207,49.87285215,22.61170081,20.82969759,23.80041813,37.0360778,54.08647509,64.00225843,72.2400798,73.43264358,74.03855787,74.98424701,74.83460522,76.12561943,76.92546777,77.51191565,77.14981205,75.29650035,66.1340971,50.48968171,23.63507025,10.17410229,14.91156664,15.98741974,25.39731404,42.79371785,50.09250322,50.82991762,54.3584823,53.02777546,59.08189591,64.68804159,68.24833703,68.54929514,64.83630098,56.2323837,63.38858284,67.09133626,61.34681796,53.08107019,43.11884472,31.80020166,4.492213497,7.082492216,13.1273868,25.90912313,32.42296919,38.33672123,42.59252546,46.88017061,49.10999887,49.00076864,46.97559812,48.83044529,51.68865755,50.4014824,50.30442998,52.44682185,56.55730495,53.50919758,52.99804861,54.00338379,56.10561056,55.12297028,54.64296067,52.83000149,51.28981776,49.48636387,46.78839257,42.88572819,41.64158687,36.6483425,30.25459527,22.13872832,7.481506389,14.51859399,14.19283948,25.81483889,24.87515311,17.83992285,19.72271041,24.7958574,29.91757403,31.83732156,33.52891869,34.74078033,32.9182458,34.75200704,37.14893141,37.09829868,32.99403299,34.56030299,34.40009589,35.04043127,33.71761497,36.3086233,36.99910383,36.11944191,31.05507631,29.26500337,32.90102389,33.20775778,31.65549693,29.20023015,27.38722906,25.15439072,27.5243309,26.67484286,21.87351403
Galaba,Cotton,652,18.4669074,18.01854336,15.90858954,15.52547771,16.70456622,16.88422666,17.2182084,16.48500735,16.88208646,17.67743938,17.81675247,18.13049268,18.40181364,19.09999506,18.23640549,17.93765663,18.65740819,18.42799966,18.77872243,18.28097935,18.12103415,18.57511192,19.05246495,19.29175815,18.48027743,19.81059602,19.5881051,18.85614206,20.57184484,25.06413732,23.370428,27.20833138,30.88790882,30.16909914,21.82501726,32.47688597,33.84924799,32.65494256,32.23332852,28.26392139,27.58488025,30.36607282,36.45522706,35.72744402,35.19910712,35.14641651,34.70980683,29.58473826,24.29380462,23.90366643,42.74306628,20.61219452,19.14686744,24.55254704,36.60873844,47.27128922,58.45028768,68.06971847,69.06448632,70.4604331,71.35006814,73.19185795,72.4318244,73.14912662,71.81487009,69.36693769,70.21608911,61.23399703,47.49912557,22.8347857,8.904606456,14.079035,15.38835951,23.60795783,40.23157112,47.23696911,47.01513737,50.60386725,50.52548169,56.03292041,59.51039861,64.21286031,62.2663604,59.48305572,52.01611964,58.5773052,61.35103059,56.80809077,48.59676525,41.05220187,30.32653378,4.758418741,8.451089746,14.45717403,24.56227405,31.12745098,36.83891445,40.52633487,43.71805714,46.85206789,49.15449654,44.51156506,43.5459424,45.59577129,47.88964381,47.91098047,49.47971081,52.37927698,48.03917244,47.80911833,51.30550094,51.32252356,50.61247745,49.18349599,50.30011409,48.36185572,45.8883037,43.90827084,39.58682602,38.46785226,34.03853629,28.37081859,19.07514451,9.919300605,15.53744269,16.39044044,28.4148946,25.81739376,19.3828351,18.94161297,23.50129456,30.83341813,33.8913423,35.20536463,35.70283271,34.75906876,36.18167821,40.50576256,39.46124764,36.62103662,35.74387501,35.47884454,35.40798824,34.83327135,36.56076652,36.99910383,36.24983701,31.58593232,31.55765341,30.71672355,30.83577508,29.65920433,27.33026467,27.82659637,25.7568911,26.00364964,24.52859114,23.617055
Galaba,Cotton,653,16.49177229,15.42947111,13.24629485,13.25489502,13.50171563,13.6183713,13.44987744,12.68116869,12.7716209,13.17218602,13.35600443,13.80559254,13.97921965,14.31401929,13.21447186,12.19479191,12.34838398,12.02418462,11.99448529,11.58068442,10.98625074,11.20753538,11.49555254,11.27974012,10.65942927,11.09502152,10.72829692,10.59446733,13.17792752,20.71008312,22.09883661,29.0456756,35.30611277,35.85970195,26.06692229,38.71599893,40.7660021,39.40043965,39.04445727,34.42208704,33.57699336,36.41193937,44.50668825,44.13823594,44.0120454,43.5484218,42.01369206,36.20517761,29.44427352,28.46872753,57.43042517,27.25253024,27.33664082,30.82453725,45.47926757,59.22752439,70.36081088,83.24096653,82.70097724,86.01811962,85.4178573,87.91684712,90.14075943,86.91800833,86.69138061,88.07895478,88.97585088,76.50367508,59.70619098,29.23706207,12.18715996,14.94856805,15.63172773,26.41705468,44.55397133,51.58059846,51.15457977,55.21370017,54.19551255,59.93475619,65.92287695,70.66518847,70.0130613,66.44457209,57.67662885,64.71168419,67.23666045,62.7528367,52.62760115,42.40444966,30.42994907,2.662052442,4.413727033,8.08101473,14.60267952,19.85294118,24.21454299,28.38293399,30.70191565,33.19158544,35.58800922,35.01311501,33.7962394,36.71871848,36.77166975,37.37140458,40.74553889,43.58342862,42.12801623,40.66879546,42.34304266,43.43043,42.96837907,42.85438207,42.01597301,39.02266646,38.79647494,35.86566678,32.44821805,32.06566347,27.15309012,22.31989953,16.24277457,2.858103564,6.792324673,4.669902024,9.843068066,12.53180062,9.06460945,11.81409881,14.43935471,14.24646382,14.37814522,19.17435038,19.6686264,17.43367623,19.57549764,22.26697997,20.32136106,19.42201942,22.13279678,24.4516361,23.89120314,19.83389116,19.66717095,23.42849827,22.6887469,20.83609821,19.4200944,20.88737201,20.37114553,17.82404107,16.5420023,13.18101933,13.10438319,15.96715328,15.17706577,9.51022349
Galaba,Cotton,654,16.57659404,15.33033996,13.12596514,12.83223244,13.42557814,13.59381599,13.36924268,12.59925561,12.68971872,13.22205967,13.34550855,13.76298269,13.76685019,14.2042492,13.1656098,12.42212491,12.52816027,12.12637316,12.13235294,11.59823978,11.24939447,11.42188715,11.71541283,11.38887819,10.60042874,11.08142468,10.90756152,10.73084598,13.25805864,20.63724578,22.00405961,28.86585042,35.45628428,35.92445988,26.06692229,39.15985529,41.12451906,39.43589562,39.45041859,34.63734207,34.11561027,37.35935302,44.87944108,44.51719528,43.89622423,43.67751791,42.23171848,36.36200697,30.1051744,28.70836329,59.05839295,27.36361392,25.91558425,29.84294529,45.49221724,57.35565515,66.50266172,81.14885835,81.03491726,83.74243227,87.30821647,87.33441854,88.37746633,88.47205818,86.73952466,89.22154697,88.66690696,75.53745816,57.50262329,28.61461853,11.4073268,15.67009546,16.36183238,25.26263132,41.93314948,49.65009653,49.87622256,54.29590538,53.50738177,58.52753673,63.45320624,68.00443459,69.08976264,63.45778288,56.18579515,62.90745507,64.33017657,59.34879132,49.6800524,41.00117365,29.73189586,1.56395581,3.387278886,6.921713039,14.8862267,18.69747899,23.00203274,26.1354986,29.2311652,31.30997629,32.47501922,31.35680788,31.82991274,33.97490215,35.12456249,36.23766534,38.15454052,41.20854956,38.9518726,38.54000355,40.74260369,41.75634955,39.59737917,39.90723741,39.28766308,37.25579282,35.66772696,33.63764808,31.0421286,29.00136799,25.20961741,20.89279598,14.73988439,2.269670477,6.028188147,5.585569087,10.67880026,12.15490436,9.257473481,9.763718024,11.85022904,14.24646382,16.22676389,17.39312657,17.85141635,17.86681104,20.56526999,21.70750811,21.50283554,18.01801802,18.81879512,20.49622438,20.21563342,18.71823478,20.80181543,19.97183459,19.42886947,18.71267419,17.53202967,17.47440273,17.58057765,15.39997148,13.52128884,13.03456356,12.9537581,14.29440389,13.49072513,11.72927564
Galaba,Cotton,655,16.35848096,14.62475946,12.86525079,12.46854604,12.95352567,12.8178684,12.79942373,12.08729886,11.89629137,12.50166246,12.57930948,13.00665779,13.07664945,13.01873227,12.05264072,11.19344415,11.14051203,10.79792217,10.73069853,10.25232901,9.933675819,9.933673438,10.18895422,9.912304354,9.243416524,9.449803866,9.445865538,9.223503065,11.33491167,19.05910345,21.43539763,29.81188723,37.81950965,39.0409351,28.45403355,42.7358301,44.84085345,42.7776202,42.56278868,37.70706598,36.61633163,40.29926551,48.64956974,47.906776,47.85520248,47.07704886,45.33859504,38.97209558,32.73738306,31.1286844,63.46697721,34.09034806,31.40036399,28.75936974,43.47206755,57.39520169,69.70210249,84.88971403,84.98305939,87.47799453,90.03385062,92.36719882,93.4393336,91.33150991,90.38242421,94.76891487,92.52870604,79.85092653,61.80482686,30.00177841,11.9695321,16.26211796,17.11065766,26.49401624,42.83283459,48.76528314,49.3080638,53.37811059,52.67328384,58.46357221,62.93327556,67.25055432,67.62599649,62.12521539,56.32556081,61.27162068,62.97381742,58.3127775,49.07542702,39.08761545,27.84456682,3.726873419,3.318849009,6.376159302,12.61784929,16.00140056,19.36450198,22.94559031,26.06905173,27.77255109,27.97847809,27.81972816,29.94551637,32.03809063,31.58328186,32.24858283,34.14267207,37.07450084,35.51105033,35.52421501,36.94727697,38.21686516,36.22637926,36.04212967,35.56724044,33.97445606,32.95614538,31.7356809,27.41874425,25.9370725,24.04353379,19.23735586,13.12138728,1.429051782,6.282900323,4.76146873,9.935927198,9.328182418,6.653809065,6.151142355,8.763194583,11.70245243,12.42682551,15.82145851,15.71352218,14.83486735,15.94633234,16.11278953,16.42249527,15.56101556,16.68836549,19.65719765,18.99044352,15.12334201,16.38930913,18.94763795,19.03768418,14.59854015,14.02562374,15.83617747,15.76670853,12.83330957,10.93210587,14.49912127,14.00813376,12.013382,11.65108079,10.93675701
