"","MasterID","UniqueID","Lon","Lat","Sensor","Image","Global_AEZ","Country","StudyArea","Year","Month","JulianDay","Crop","GrowthStage","PlotID","Residue_Cover_%","Residue_RWC","Soil_RWC","RWC","Wavelength","Reflectance"
"877581","60180","T2.05.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.862","0.862","0.862","2490","1e-04"
"877582","60181","T2.05.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1.52","0.862","0.862","0.862","2490","1e-04"
"877583","60182","T2.05.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","4.55","0.862","0.862","0.862","2490","1e-04"
"877584","60183","T2.05.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","3.79","0.862","0.862","0.862","2490","4.6278"
"877585","60184","T2.05.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","3.03","0.862","0.862","0.862","2490","1e-04"
"877586","60185","T2.05.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","2.27","0.862","0.862","0.862","2490","1e-04"
"877587","60186","T2.05.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","2.27","0.862","0.862","0.862","2490","1e-04"
"877588","60187","T2.05.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1.52","0.862","0.862","0.862","2490","1e-04"
"877589","60188","T2.05.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","5.3","0.862","0.862","0.862","2490","1e-04"
"877590","60189","T2.05.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","3.79","0.862","0.862","0.862","2490","1e-04"
"877591","60190","T2.06.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0.76","0.222","0.222","0.222","2490","14.7572"
"877592","60191","T2.06.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2490","1e-04"
"877593","60192","T2.06.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1.52","0.222","0.222","0.222","2490","10.3602"
"877594","60193","T2.06.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0.76","0.222","0.222","0.222","2490","24.4295"
"877595","60194","T2.06.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2490","12.0411"
"877596","60195","T2.06.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2490","1e-04"
"877597","60196","T2.06.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2490","1e-04"
"877598","60197","T2.06.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2490","1e-04"
"877599","60198","T2.06.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2490","40.0124"
"877600","60199","T2.06.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2490","16.4412"
"877601","60200","T2.07.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","28.79","0.3213","0.822","0.678","2490","15.3743"
"877602","60201","T2.07.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","31.06","0.3213","0.822","0.666","2490","17.3395"
"877603","60202","T2.07.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","28.03","0.3213","0.822","0.682","2490","1e-04"
"877604","60203","T2.07.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","29.77","0.3213","0.822","0.673","2490","5.6822"
"877605","60204","T2.07.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","37.12","0.3213","0.822","0.636","2490","1e-04"
"877606","60205","T2.07.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","39.39","0.3213","0.822","0.625","2490","1e-04"
"877607","60206","T2.07.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","42.42","0.3213","0.822","0.61","2490","14.767"
"877608","60207","T2.07.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","25","0.3213","0.822","0.697","2490","1e-04"
"877609","60208","T2.07.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","28.79","0.3213","0.822","0.678","2490","1e-04"
"877610","60209","T2.07.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","36.09","0.3213","0.822","0.641","2490","1e-04"
"877611","60210","T2.08.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","9.85","0.0141","0.169","0.154","2490","18.2647"
"877612","60211","T2.08.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","13.64","0.0141","0.169","0.148","2490","33.9862"
"877613","60212","T2.08.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","12.88","0.0141","0.169","0.149","2490","14.3083"
"877614","60213","T2.08.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","15.91","0.0141","0.169","0.144","2490","1e-04"
"877615","60214","T2.08.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","9.85","0.0141","0.169","0.154","2490","28.7952"
"877616","60215","T2.08.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","17.42","0.0141","0.169","0.142","2490","12.9076"
"877617","60216","T2.08.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","21.54","0.0141","0.169","0.136","2490","3.0754"
"877618","60217","T2.08.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","23.48","0.0141","0.169","0.133","2490","9.3206"
"877619","60218","T2.08.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","22.73","0.0141","0.169","0.134","2490","32.9449"
"877620","60219","T2.08.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","25","0.0141","0.169","0.13","2490","21.5596"
"877621","60220","T2.09.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","40.91","0.185","0.88","0.596","2490","6.417"
"877622","60221","T2.09.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","37.88","0.185","0.88","0.617","2490","4.5687"
"877623","60222","T2.09.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","31.82","0.185","0.88","0.659","2490","0.2136"
"877624","60223","T2.09.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","34.85","0.185","0.88","0.638","2490","1e-04"
"877625","60224","T2.09.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","41.67","0.185","0.88","0.59","2490","9.2489"
"877626","60225","T2.09.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","39.39","0.185","0.88","0.606","2490","10.2617"
"877627","60226","T2.09.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","29.55","0.185","0.88","0.675","2490","1e-04"
"877628","60227","T2.09.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","34.85","0.185","0.88","0.638","2490","12.6248"
"877629","60228","T2.09.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","40.91","0.185","0.88","0.596","2490","11.1434"
"877630","60229","T2.09.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","43.94","0.185","0.88","0.575","2490","1e-04"
"877631","60230","T2.10.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","27.27","0.0125","0.093","0.071","2490","11.794"
"877632","60231","T2.10.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","18.94","0.0125","0.093","0.078","2490","12.8433"
"877633","60232","T2.10.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","23.48","0.0125","0.093","0.074","2490","32.1441"
"877634","60233","T2.10.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","13.33","0.0125","0.093","0.082","2490","13.4885"
"877635","60234","T2.10.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","14.39","0.0125","0.093","0.081","2490","14.435"
"877636","60235","T2.10.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","15.15","0.0125","0.093","0.081","2490","61.5285"
"877637","60236","T2.10.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","12.88","0.0125","0.093","0.083","2490","1e-04"
"877638","60237","T2.10.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","15.91","0.0125","0.093","0.08","2490","12.8825"
"877639","60238","T2.10.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","17.42","0.0125","0.093","0.079","2490","1e-04"
"877640","60239","T2.10.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","19.7","0.0125","0.093","0.077","2490","1e-04"
"877641","60240","T3.01.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","89","0.0131","0.467","0.063","2490","105.5002"
"877642","60241","T3.01.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","92","0.0131","0.467","0.049","2490","75.202"
"877643","60242","T3.01.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","95","0.0131","0.467","0.036","2490","20.8255"
"877644","60243","T3.01.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","95","0.0131","0.467","0.036","2490","116.5052"
"877645","60244","T3.01.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","98","0.0131","0.467","0.022","2490","1e-04"
"877646","60245","T3.01.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","89","0.0131","0.467","0.063","2490","1e-04"
"877647","60246","T3.01.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","96","0.0131","0.467","0.031","2490","18.308"
"877648","60247","T3.01.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","95","0.0131","0.467","0.036","2490","34.7203"
"877649","60248","T3.01.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","97","0.0131","0.467","0.027","2490","1e-04"
"877650","60249","T3.01.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","93","0.0131","0.467","0.045","2490","1e-04"
"877651","60250","T3.02.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","75","0.2388","0.645","0.34","2490","8.693"
"877652","60251","T3.02.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","77","0.2388","0.645","0.332","2490","1e-04"
"877653","60252","T3.02.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","73","0.2388","0.645","0.348","2490","1e-04"
"877654","60253","T3.02.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","79","0.2388","0.645","0.324","2490","27.4974"
"877655","60254","T3.02.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","65","0.2388","0.645","0.381","2490","1e-04"
"877656","60255","T3.02.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","77","0.2388","0.645","0.332","2490","99.1992"
"877657","60256","T3.02.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","83","0.2388","0.645","0.308","2490","1e-04"
"877658","60257","T3.02.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","85","0.2388","0.645","0.3","2490","121.9116"
"877659","60258","T3.02.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","95","0.2388","0.645","0.259","2490","7.8346"
"877660","60259","T3.02.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","90","0.2388","0.645","0.279","2490","1e-04"
"877661","60260","T3.03.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","67","0.1954","0.559","0.315","2490","2.1871"
"877662","60261","T3.03.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","61","0.1954","0.559","0.337","2490","9.8591"
"877663","60262","T3.03.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","53","0.1954","0.559","0.366","2490","1e-04"
"877664","60263","T3.03.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","59","0.1954","0.559","0.344","2490","106.2829"
"877665","60264","T3.03.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","58","0.1954","0.559","0.348","2490","1e-04"
"877666","60265","T3.03.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","47","0.1954","0.559","0.388","2490","1e-04"
"877667","60266","T3.03.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","54","0.1954","0.559","0.363","2490","12.6086"
"877668","60267","T3.03.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","58","0.1954","0.559","0.348","2490","1e-04"
"877669","60268","T3.03.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","56","0.1954","0.559","0.355","2490","1e-04"
"877670","60269","T3.03.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","58","0.1954","0.559","0.348","2490","14.6704"
"877671","60270","T3.04.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","59","0.0128","0.431","0.184","2490","0.094"
"877672","60271","T3.04.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","55","0.0128","0.431","0.201","2490","140.8867"
"877673","60272","T3.04.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","57","0.0128","0.431","0.193","2490","1e-04"
"877674","60273","T3.04.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","50","0.0128","0.431","0.222","2490","125.8973"
"877675","60274","T3.04.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","48","0.0128","0.431","0.23","2490","8.064"
"877676","60275","T3.04.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","44","0.0128","0.431","0.247","2490","95.5531"
"877677","60276","T3.04.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","56","0.0128","0.431","0.197","2490","35.9217"
"877678","60277","T3.04.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","57","0.0128","0.431","0.193","2490","98.1025"
"877679","60278","T3.04.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","61","0.0128","0.431","0.176","2490","1e-04"
"877680","60279","T3.04.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","58","0.0128","0.431","0.188","2490","1e-04"
"877681","60280","T3.51.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","2","0.471","0.471","0.471","2490","1e-04"
"877682","60281","T3.51.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.471","0.471","0.471","2490","51.1743"
"877683","60282","T3.51.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","2","0.471","0.471","0.471","2490","76.567"
"877684","60283","T3.51.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","2","0.471","0.471","0.471","2490","1e-04"
"877685","60284","T3.51.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","3","0.471","0.471","0.471","2490","1e-04"
"877686","60285","T3.51.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","4","0.471","0.471","0.471","2490","1e-04"
"877687","60286","T3.51.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","4","0.471","0.471","0.471","2490","20.6631"
"877688","60287","T3.51.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","7","0.471","0.471","0.471","2490","1e-04"
"877689","60288","T3.51.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","6","0.471","0.471","0.471","2490","1e-04"
"877690","60289","T3.51.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","14","0.471","0.471","0.471","2490","1e-04"
"877691","60290","T3.06.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1","0.041","0.041","0.041","2490","75.1718"
"877692","60291","T3.06.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.041","0.041","0.041","2490","1e-04"
"877693","60292","T3.06.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.041","0.041","0.041","2490","1e-04"
"877694","60293","T3.06.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1","0.041","0.041","0.041","2490","1e-04"
"877695","60294","T3.06.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","2","0.041","0.041","0.041","2490","44.3607"
"877696","60295","T3.06.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.041","0.041","0.041","2490","1e-04"
"877697","60296","T3.06.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.041","0.041","0.041","2490","1e-04"
"877698","60297","T3.06.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1","0.041","0.041","0.041","2490","1e-04"
"877699","60298","T3.06.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","2","0.041","0.041","0.041","2490","1e-04"
"877700","60299","T3.06.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1","0.041","0.041","0.041","2490","1e-04"
"877701","60300","T3.07.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","42","0.3213","0.848","0.627","2490","1e-04"
"877702","60301","T3.07.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","40","0.3213","0.848","0.637","2490","1e-04"
"877703","60302","T3.07.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","41","0.3213","0.848","0.632","2490","1e-04"
"877704","60303","T3.07.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","38","0.3213","0.848","0.648","2490","215.2458"
"877705","60304","T3.07.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","41","0.3213","0.848","0.632","2490","1e-04"
"877706","60305","T3.07.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","55","0.3213","0.848","0.558","2490","293.2546"
"877707","60306","T3.07.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","47","0.3213","0.848","0.6","2490","1e-04"
"877708","60307","T3.07.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","45","0.3213","0.848","0.611","2490","1e-04"
"877709","60308","T3.07.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","39","0.3213","0.848","0.643","2490","1e-04"
"877710","60309","T3.07.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","39","0.3213","0.848","0.643","2490","1e-04"
"877711","60310","T3.08.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","20","0.0118","0.076","0.063","2490","45.5097"
"877712","60311","T3.08.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","27","0.0118","0.076","0.059","2490","35.6432"
"877713","60312","T3.08.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","26","0.0118","0.076","0.059","2490","1e-04"
"877714","60313","T3.08.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","13","0.0118","0.076","0.068","2490","1e-04"
"877715","60314","T3.08.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","10","0.0118","0.076","0.07","2490","47.7853"
"877716","60315","T3.08.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","8","0.0118","0.076","0.071","2490","1e-04"
"877717","60316","T3.08.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","15","0.0118","0.076","0.066","2490","50.3905"
"877718","60317","T3.08.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","12","0.0118","0.076","0.068","2490","32.665"
"877719","60318","T3.08.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","17","0.0118","0.076","0.065","2490","1e-04"
"877720","60319","T3.08.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","11","0.0118","0.076","0.069","2490","1e-04"
"877721","60320","T3.09.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","42","0.0133","0.238","0.144","2490","14.6056"
"877722","60321","T3.09.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","36","0.0133","0.238","0.157","2490","0.279"
"877723","60322","T3.09.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","26","0.0133","0.238","0.18","2490","12.0875"
"877724","60323","T3.09.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","33","0.0133","0.238","0.164","2490","92.8822"
"877725","60324","T3.09.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","46","0.0133","0.238","0.135","2490","13.2802"
"877726","60325","T3.09.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","43","0.0133","0.238","0.141","2490","1e-04"
"877727","60326","T3.09.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","46","0.0133","0.238","0.135","2490","1e-04"
"877728","60327","T3.09.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","47","0.0133","0.238","0.132","2490","42.7625"
"877729","60328","T3.09.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","52","0.0133","0.238","0.121","2490","27.6544"
"877730","60329","T3.09.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","37","0.0133","0.238","0.155","2490","1e-04"
"877731","60330","T3.10.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","13","0.011","0.055","0.049","2490","1e-04"
"877732","60331","T3.10.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","17","0.011","0.055","0.048","2490","1e-04"
"877733","60332","T3.10.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","27","0.011","0.055","0.043","2490","19.9437"
"877734","60333","T3.10.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","21","0.011","0.055","0.046","2490","17.466"
"877735","60334","T3.10.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","21","0.011","0.055","0.046","2490","73.4572"
"877736","60335","T3.10.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","19","0.011","0.055","0.047","2490","7.7882"
"877737","60336","T3.10.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","17","0.011","0.055","0.048","2490","26.8645"
"877738","60337","T3.10.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","23","0.011","0.055","0.045","2490","1e-04"
"877739","60338","T3.10.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","20","0.011","0.055","0.046","2490","21.9332"
"877740","60339","T3.10.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","23","0.011","0.055","0.045","2490","1e-04"
"877741","60340","T3.71.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","46","0.1528","0.462","0.32","2490","1e-04"
"877742","60341","T3.71.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","45","0.1528","0.462","0.323","2490","58.4378"
"877743","60342","T3.71.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","41","0.1528","0.462","0.335","2490","35.721"
"877744","60343","T3.71.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","43","0.1528","0.462","0.329","2490","1e-04"
"877745","60344","T3.71.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","45","0.1528","0.462","0.323","2490","1e-04"
"877746","60345","T3.71.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","59.09","0.1528","0.462","0.279","2490","28.3866"
