"","MasterID","UniqueID","Lon","Lat","Sensor","Image","Global_AEZ","Country","StudyArea","Year","Month","JulianDay","Crop","GrowthStage","PlotID","Residue_Cover_%","Residue_RWC","Soil_RWC","RWC","Wavelength","Reflectance"
"877898","60087","T1.09.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","38.64","0.0127","0.083","0.056","2491","34.3531"
"877899","60088","T1.09.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","37.12","0.0127","0.083","0.057","2491","33.647"
"877900","60089","T1.09.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","26.52","0.0127","0.083","0.064","2491","1e-04"
"877901","60090","T1.10.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","21.21","0.0107","0.095","0.077","2491","36.7207"
"877902","60091","T1.10.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","14.39","0.0107","0.095","0.083","2491","42.6587"
"877903","60092","T1.10.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","13.64","0.0107","0.095","0.084","2491","12.3642"
"877904","60093","T1.10.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","11.36","0.0107","0.095","0.085","2491","49.7326"
"877905","60094","T1.10.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","18.18","0.0107","0.095","0.08","2491","56.1889"
"877906","60095","T1.10.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","28.79","0.0107","0.095","0.071","2491","1e-04"
"877907","60096","T1.10.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","22.73","0.0107","0.095","0.076","2491","50.1632"
"877908","60097","T1.10.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","21.97","0.0107","0.095","0.076","2491","27.1666"
"877909","60098","T1.10.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","14.39","0.0107","0.095","0.083","2491","58.3164"
"877910","60099","T1.10.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","20.45","0.0107","0.095","0.078","2491","19.9617"
"877911","60100","T1.11.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","38.64","0.012","0.07","0.048","2491","22.2694"
"877912","60101","T1.11.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","34.09","0.012","0.07","0.05","2491","36.8114"
"877913","60102","T1.11.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","21.97","0.012","0.07","0.057","2491","43.6165"
"877914","60103","T1.11.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","26.52","0.012","0.07","0.055","2491","1e-04"
"877915","60104","T1.11.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","21.97","0.012","0.07","0.057","2491","1e-04"
"877916","60105","T1.11.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","33.33","0.012","0.07","0.051","2491","10.6863"
"877917","60106","T1.11.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","36.36","0.012","0.07","0.049","2491","31.3051"
"877918","60107","T1.11.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","38.64","0.012","0.07","0.048","2491","22.2694"
"877919","60108","T1.11.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","47.73","0.012","0.07","0.042","2491","54.5287"
"877920","60109","T1.11.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","46.97","0.012","0.07","0.043","2491","11.8396"
"877921","60110","T1.12.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","29.55","0.0109","0.066","0.05","2491","22.8429"
"877922","60111","T1.12.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","24.24","0.0109","0.066","0.053","2491","30.9616"
"877923","60112","T1.12.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","20.45","0.0109","0.066","0.055","2491","21.1916"
"877924","60113","T1.12.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","31.06","0.0109","0.066","0.049","2491","1e-04"
"877925","60114","T1.12.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","33.33","0.0109","0.066","0.048","2491","50.9238"
"877926","60115","T1.12.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","25.76","0.0109","0.066","0.052","2491","1e-04"
"877927","60116","T1.12.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","21.21","0.0109","0.066","0.054","2491","17.4046"
"877928","60117","T1.12.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","37.12","0.0109","0.066","0.046","2491","55.177"
"877929","60118","T1.12.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","32.58","0.0109","0.066","0.048","2491","39.4752"
"877930","60119","T1.12.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","33.33","0.0109","0.066","0.048","2491","42.3531"
"877931","60120","T1.13.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","34.09","0.0129","0.143","0.099","2491","44.7081"
"877932","60121","T1.13.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","32.58","0.0129","0.143","0.101","2491","1e-04"
"877933","60122","T1.13.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","29.55","0.0129","0.143","0.105","2491","57.7284"
"877934","60123","T1.13.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","33.33","0.0129","0.143","0.1","2491","42.0519"
"877935","60124","T1.13.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","34.85","0.0129","0.143","0.098","2491","51.5868"
"877936","60125","T1.13.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","44.7","0.0129","0.143","0.085","2491","5.053"
"877937","60126","T1.13.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","34.09","0.0129","0.143","0.099","2491","32.4272"
"877938","60127","T1.13.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","42.42","0.0129","0.143","0.088","2491","57.9506"
"877939","60128","T1.13.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","54.55","0.0129","0.143","0.072","2491","29.1515"
"877940","60129","T1.13.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","36.36","0.0129","0.143","0.096","2491","40.5042"
"877941","60130","T1.14.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","43.18","0.014","0.144","0.088","2491","27.4713"
"877942","60131","T1.14.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","48.48","0.014","0.144","0.081","2491","37.3233"
"877943","60132","T1.14.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","43.18","0.014","0.144","0.088","2491","41.0279"
"877944","60133","T1.14.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","29.55","0.014","0.144","0.106","2491","31.4611"
"877945","60134","T1.14.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","31.82","0.014","0.144","0.103","2491","1e-04"
"877946","60135","T1.14.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","29.55","0.014","0.144","0.106","2491","51.5607"
"877947","60136","T1.14.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","32.58","0.014","0.144","0.102","2491","9.0436"
"877948","60137","T1.14.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","34.09","0.014","0.144","0.1","2491","7.0307"
"877949","60138","T1.14.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","50","0.014","0.144","0.079","2491","66.6168"
"877950","60139","T1.14.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","25.69","0.014","0.144","0.111","2491","34.2988"
"877951","60140","T2.01.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","83.33","0.0148","0.537","0.102","2491","33.2717"
"877952","60141","T2.01.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","83.33","0.0148","0.537","0.102","2491","1e-04"
"877953","60142","T2.01.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","78.79","0.0148","0.537","0.126","2491","1e-04"
"877954","60143","T2.01.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","78.03","0.0148","0.537","0.13","2491","3.691"
"877955","60144","T2.01.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","80.3","0.0148","0.537","0.118","2491","19.6601"
"877956","60145","T2.01.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","78.03","0.0148","0.537","0.13","2491","29.136"
"877957","60146","T2.01.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","77.27","0.0148","0.537","0.133","2491","24.9731"
"877958","60147","T2.01.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","79.55","0.0148","0.537","0.122","2491","7.2313"
"877959","60148","T2.01.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","81.82","0.0148","0.537","0.11","2491","12.3717"
"877960","60149","T2.01.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","79.55","0.0148","0.537","0.122","2491","1e-04"
"877961","60150","T2.02.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","89.39","0.359","1","0.427","2491","1e-04"
"877962","60151","T2.02.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","90.91","0.359","1","0.417","2491","1e-04"
"877963","60152","T2.02.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","75","0.359","1","0.519","2491","6.4797"
"877964","60153","T2.02.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","80.3","0.359","1","0.485","2491","1.7147"
"877965","60154","T2.02.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","78.03","0.359","1","0.5","2491","1e-04"
"877966","60155","T2.02.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","68.18","0.359","1","0.563","2491","1e-04"
"877967","60156","T2.02.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","65.41","0.359","1","0.581","2491","2.9974"
"877968","60157","T2.02.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","80.3","0.359","1","0.485","2491","1e-04"
"877969","60158","T2.02.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","74.24","0.359","1","0.524","2491","1e-04"
"877970","60159","T2.02.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","70.45","0.359","1","0.548","2491","1e-04"
"877971","60160","T2.03.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","52.63","0.1751","0.838","0.489","2491","4.6092"
"877972","60161","T2.03.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","51.52","0.1751","0.838","0.497","2491","24.666"
"877973","60162","T2.03.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","53.79","0.1751","0.838","0.481","2491","1e-04"
"877974","60163","T2.03.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","56.06","0.1751","0.838","0.466","2491","10.8577"
"877975","60164","T2.03.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","57.58","0.1751","0.838","0.456","2491","12.5035"
"877976","60165","T2.03.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","57.58","0.1751","0.838","0.456","2491","32.1745"
"877977","60166","T2.03.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","57.58","0.1751","0.838","0.456","2491","1e-04"
"877978","60167","T2.03.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","59.85","0.1751","0.838","0.441","2491","1e-04"
"877979","60168","T2.03.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","60.61","0.1751","0.838","0.436","2491","1e-04"
"877980","60169","T2.03.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","50","0.1751","0.838","0.507","2491","1e-04"
"877981","60170","T2.04.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","61.36","0.0156","0.189","0.083","2491","1e-04"
"877982","60171","T2.04.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","52.27","0.0156","0.189","0.098","2491","17.6639"
"877983","60172","T2.04.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","52.27","0.0156","0.189","0.098","2491","6.2935"
"877984","60173","T2.04.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","51.52","0.0156","0.189","0.1","2491","1e-04"
"877985","60174","T2.04.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","45","0.0156","0.189","0.111","2491","1e-04"
"877986","60175","T2.04.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","59.09","0.0156","0.189","0.087","2491","4.7546"
"877987","60176","T2.04.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","54.14","0.0156","0.189","0.095","2491","1e-04"
"877988","60177","T2.04.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","61.36","0.0156","0.189","0.083","2491","1e-04"
"877989","60178","T2.04.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","60.61","0.0156","0.189","0.084","2491","1e-04"
"877990","60179","T2.04.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","63.64","0.0156","0.189","0.079","2491","29.5359"
"877991","60180","T2.05.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.862","0.862","0.862","2491","1e-04"
"877992","60181","T2.05.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1.52","0.862","0.862","0.862","2491","1e-04"
"877993","60182","T2.05.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","4.55","0.862","0.862","0.862","2491","1e-04"
"877994","60183","T2.05.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","3.79","0.862","0.862","0.862","2491","1e-04"
"877995","60184","T2.05.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","3.03","0.862","0.862","0.862","2491","1e-04"
"877996","60185","T2.05.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","2.27","0.862","0.862","0.862","2491","1e-04"
"877997","60186","T2.05.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","2.27","0.862","0.862","0.862","2491","1e-04"
"877998","60187","T2.05.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1.52","0.862","0.862","0.862","2491","1e-04"
"877999","60188","T2.05.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","5.3","0.862","0.862","0.862","2491","1e-04"
"878000","60189","T2.05.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","3.79","0.862","0.862","0.862","2491","1e-04"
"878001","60190","T2.06.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0.76","0.222","0.222","0.222","2491","14.0775"
"878002","60191","T2.06.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2491","1e-04"
"878003","60192","T2.06.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","1.52","0.222","0.222","0.222","2491","11.3172"
"878004","60193","T2.06.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0.76","0.222","0.222","0.222","2491","20.6264"
"878005","60194","T2.06.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2491","21.2114"
"878006","60195","T2.06.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2491","1e-04"
"878007","60196","T2.06.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2491","9.7783"
"878008","60197","T2.06.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2491","1e-04"
"878009","60198","T2.06.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2491","45.9896"
"878010","60199","T2.06.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","0","0.222","0.222","0.222","2491","16.7096"
"878011","60200","T2.07.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","28.79","0.3213","0.822","0.678","2491","18.2971"
"878012","60201","T2.07.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","31.06","0.3213","0.822","0.666","2491","16.084"
"878013","60202","T2.07.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","28.03","0.3213","0.822","0.682","2491","1e-04"
"878014","60203","T2.07.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","29.77","0.3213","0.822","0.673","2491","10.7458"
"878015","60204","T2.07.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","37.12","0.3213","0.822","0.636","2491","1e-04"
"878016","60205","T2.07.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","39.39","0.3213","0.822","0.625","2491","1e-04"
"878017","60206","T2.07.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","42.42","0.3213","0.822","0.61","2491","10.1492"
"878018","60207","T2.07.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","25","0.3213","0.822","0.697","2491","1e-04"
"878019","60208","T2.07.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","28.79","0.3213","0.822","0.678","2491","1e-04"
"878020","60209","T2.07.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","36.09","0.3213","0.822","0.641","2491","1e-04"
"878021","60210","T2.08.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","9.85","0.0141","0.169","0.154","2491","17.5186"
"878022","60211","T2.08.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","13.64","0.0141","0.169","0.148","2491","32.0344"
"878023","60212","T2.08.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","12.88","0.0141","0.169","0.149","2491","12.3111"
"878024","60213","T2.08.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","15.91","0.0141","0.169","0.144","2491","1e-04"
"878025","60214","T2.08.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","9.85","0.0141","0.169","0.154","2491","33.4486"
"878026","60215","T2.08.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","17.42","0.0141","0.169","0.142","2491","16.9153"
"878027","60216","T2.08.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","21.54","0.0141","0.169","0.136","2491","1e-04"
"878028","60217","T2.08.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","23.48","0.0141","0.169","0.133","2491","0.6914"
"878029","60218","T2.08.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","22.73","0.0141","0.169","0.134","2491","45.0883"
"878030","60219","T2.08.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","25","0.0141","0.169","0.13","2491","20.2594"
"878031","60220","T2.09.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","40.91","0.185","0.88","0.596","2491","5.5171"
"878032","60221","T2.09.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","37.88","0.185","0.88","0.617","2491","1e-04"
"878033","60222","T2.09.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","31.82","0.185","0.88","0.659","2491","1e-04"
"878034","60223","T2.09.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","34.85","0.185","0.88","0.638","2491","1e-04"
"878035","60224","T2.09.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","41.67","0.185","0.88","0.59","2491","4.7633"
"878036","60225","T2.09.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","39.39","0.185","0.88","0.606","2491","1e-04"
"878037","60226","T2.09.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","29.55","0.185","0.88","0.675","2491","1e-04"
"878038","60227","T2.09.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","34.85","0.185","0.88","0.638","2491","16.5164"
"878039","60228","T2.09.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","40.91","0.185","0.88","0.596","2491","10.2734"
"878040","60229","T2.09.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","43.94","0.185","0.88","0.575","2491","1e-04"
"878041","60230","T2.10.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","27.27","0.0125","0.093","0.071","2491","12.0675"
"878042","60231","T2.10.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","18.94","0.0125","0.093","0.078","2491","16.7426"
"878043","60232","T2.10.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","23.48","0.0125","0.093","0.074","2491","42.4913"
"878044","60233","T2.10.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","13.33","0.0125","0.093","0.082","2491","25.5476"
"878045","60234","T2.10.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","14.39","0.0125","0.093","0.081","2491","7.4949"
"878046","60235","T2.10.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","15.15","0.0125","0.093","0.081","2491","65.0444"
"878047","60236","T2.10.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","12.88","0.0125","0.093","0.083","2491","1e-04"
"878048","60237","T2.10.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","15.91","0.0125","0.093","0.08","2491","5.5223"
"878049","60238","T2.10.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","17.42","0.0125","0.093","0.079","2491","1e-04"
"878050","60239","T2.10.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Soil","NA","19.7","0.0125","0.093","0.077","2491","1e-04"
"878051","60240","T3.01.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","89","0.0131","0.467","0.063","2491","113.7092"
"878052","60241","T3.01.B","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","92","0.0131","0.467","0.049","2491","101.1562"
"878053","60242","T3.01.C","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","95","0.0131","0.467","0.036","2491","10.7926"
"878054","60243","T3.01.D","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","95","0.0131","0.467","0.036","2491","148.8666"
"878055","60244","T3.01.E","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","98","0.0131","0.467","0.022","2491","1e-04"
"878056","60245","T3.01.F","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","89","0.0131","0.467","0.063","2491","1e-04"
"878057","60246","T3.01.G","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","96","0.0131","0.467","0.031","2491","19.0481"
"878058","60247","T3.01.H","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","95","0.0131","0.467","0.036","2491","18.2031"
"878059","60248","T3.01.I","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","97","0.0131","0.467","0.027","2491","11.3458"
"878060","60249","T3.01.J","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","93","0.0131","0.467","0.045","2491","1e-04"
"878061","60250","T3.02.A","-76.8447","39.03","ASD","NA","10","USA","Maryland","2014","7","210","Maize","Residue","NA","75","0.2388","0.645","0.34","2491","1e-04"
